review_id,product,brand,category,rating,feedback,date,clean_feedback,sentiment,confidence_score
1255,WD Black SN850X,WD,Storage,4,"Very satisfied with the screen, but not happy with the speakers.",2024-06-18,very satisfied screen not happy speakers,positive,0.125
1256,Xiaomi 14,Xiaomi,Smartphone,4,Extremely disappointed with the camera results.,2024-09-03,extremely disappointed camera results,negative,-0.75
1257,Sony WH-1000XM5,Sony,Headphones,3,The design looks premium and stylish.,2025-06-03,design looks premium stylish,positive,0.5
1258,MSI Katana 15,MSI,Laptop,5,I feel balanced about this product.,2025-01-22,balanced about product,neutral,0.0
1259,Apple AirPods Pro,Apple,Earbuds,2,Worth the price and delivers good value.,2025-04-15,worth price delivers good value,positive,0.5
1260,Nothing Ear 2,Nothing,Earbuds,5,I am not satisfied with customer support.,2024-03-31,not satisfied customer support,negative,-0.25
1261,WD Black SN850X,WD,Storage,4,I am not satisfied with customer support.,2024-11-19,not satisfied customer support,negative,-0.25
1262,Realme GT 5,Realme,Smartphone,4,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-01-19,impressed speed yet not satisfied build quality,positive,0.375
1263,Motorola Edge 40,Motorola,Smartphone,4,Not impressed with the features offered.,2024-02-06,not impressed features offered,negative,-0.5
1264,Sony Alpha A7 IV,Sony,Camera,5,The performance is excellent and very smooth.,2024-04-03,performance excellent very smooth,positive,0.76
1265,TP-Link Archer AX73,TP-Link,Router,5,"Not extremely satisfied, but not unhappy either.",2024-11-07,not extremely satisfied not unhappy either,positive,0.024999999999999994
1266,Crucial P5 Plus SSD,Crucial,Storage,5,The product is acceptable but not impressive.,2024-07-30,product acceptable not impressive,negative,-0.5
1267,Fitbit Sense 2,Fitbit,Smartwatch,4,I regret buying this product.,2025-01-07,regret buying product,neutral,0.0
1268,Asus RT-AX88U,Asus,Router,1,"Happy with multitasking, but not satisfied with durability.",2024-08-16,happy multitasking not satisfied durability,positive,0.275
1269,WD Black SN850X,WD,Storage,4,I regret buying this product.,2025-04-29,regret buying product,neutral,0.0
1270,Steam Deck,Steam,Gaming Console,3,"I am satisfied with the display, but not satisfied with the battery life.",2025-04-08,satisfied display not satisfied battery life,positive,0.125
1271,Realme GT 5,Realme,Smartphone,1,"Satisfied with the design, but unhappy with the software.",2024-08-15,satisfied design unhappy software,negative,-0.04999999999999999
1272,iPhone 15 Pro,iPhone,Smartphone,3,Not happy with the slow charging speed.,2024-10-25,not happy slow charging speed,negative,-0.35000000000000003
1273,Sony Alpha A7 IV,Sony,Camera,5,Very dissatisfied with the build quality.,2024-04-18,very dissatisfied build quality,positive,0.2
1274,Google Pixel 8 Pro,Google,Smartphone,2,"Not fully satisfied, but not completely disappointed either.",2024-05-23,not fully satisfied not completely disappointed either,positive,0.4375
1275,Asus RT-AX88U,Asus,Router,4,Build quality feels solid and durable.,2024-09-17,build quality feels solid durable,neutral,0.0
1276,Samsung Galaxy Watch 6,Samsung,Smartwatch,2,Not satisfied with the overall performance.,2024-05-03,not satisfied overall performance,negative,-0.125
1277,Razer DeathAdder V2,Razer,Mouse,4,Exceeded my expectations in every way.,2025-04-13,exceeded my expectations every way,neutral,0.0
1278,Asus RT-AX88U,Asus,Router,2,"I am satisfied with the display, but not satisfied with the battery life.",2024-12-12,satisfied display not satisfied battery life,positive,0.125
1279,Motorola Edge 40,Motorola,Smartphone,4,Very happy with this purchase so far.,2024-05-06,very happy purchase so far,positive,0.55
1280,Asus TUF Gaming VG27AQ,Asus,Monitor,4,"Overall, I feel dissatisfied with this purchase.",2025-05-31,overall dissatisfied purchase,neutral,0.0
1281,MacBook Air M3,MacBook,Laptop,4,The performance is excellent and very smooth.,2025-06-27,performance excellent very smooth,positive,0.76
1282,LG UltraGear 27GP850,LG,Monitor,1,The product is acceptable but not impressive.,2025-03-19,product acceptable not impressive,negative,-0.5
1283,Samsung 970 EVO SSD,Samsung,Storage,5,"I am somewhat satisfied, but there is room for improvement.",2025-06-04,somewhat satisfied there room improvement,positive,0.5
1284,Asus TUF Gaming VG27AQ,Asus,Monitor,2,The experience is average overall.,2024-06-26,experience average overall,negative,-0.075
1285,Dell UltraSharp U2720Q,Dell,Monitor,2,Build quality feels solid and durable.,2025-01-31,build quality feels solid durable,neutral,0.0
1286,Sony PlayStation 5,Sony,Gaming Console,5,I am okay with the overall experience.,2024-11-25,okay overall experience,positive,0.25
1287,TCL C645 QLED,TCL,Television,4,Not impressed with the features offered.,2024-09-11,not impressed features offered,negative,-0.5
1288,Samsung Galaxy Tab S9,Samsung,Tablet,4,I regret buying this product.,2024-10-28,regret buying product,neutral,0.0
1289,Nothing Ear 2,Nothing,Earbuds,2,The display quality is sharp and vibrant.,2025-02-26,display quality sharp vibrant,positive,0.02083333333333333
1290,Apple Watch Ultra 2,Apple,Smartwatch,5,Not satisfied with the display brightness.,2024-11-17,not satisfied display brightness,negative,-0.25
1291,Steam Deck,Steam,Gaming Console,5,Fair performance for the price.,2024-08-10,fair performance price,positive,0.7
1292,Asus ROG Strix G16,Asus,Laptop,2,"Not extremely satisfied, but not unhappy either.",2024-10-24,not extremely satisfied not unhappy either,positive,0.024999999999999994
1293,Microsoft Xbox Series X,Microsoft,Gaming Console,3,"I am generally happy, but somewhat dissatisfied with build quality.",2024-05-15,generally happy somewhat dissatisfied build quality,positive,0.8
1294,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,I feel neutral about this purchase.,2024-11-26,neutral about purchase,neutral,0.0
1295,Steam Deck,Steam,Gaming Console,1,"Satisfied with the design, but unhappy with the software.",2024-12-26,satisfied design unhappy software,negative,-0.04999999999999999
1296,Sony Alpha A7 IV,Sony,Camera,4,"It meets expectations, nothing more.",2025-03-03,meets expectations nothing more,positive,0.5
1297,Microsoft Xbox Series X,Microsoft,Gaming Console,5,I am unhappy with how quickly it overheats.,2025-03-08,unhappy how quickly overheats,negative,-0.13333333333333333
1298,Netgear Nighthawk AX5400,Netgear,Router,1,"It works fine, though I am neither satisfied nor dissatisfied.",2024-04-19,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1299,Samsung Galaxy S24 Ultra,Samsung,Smartphone,4,Sometimes it lags while multitasking.,2024-02-24,sometimes lags while multitasking,neutral,0.0
1300,Sony PlayStation 5,Sony,Gaming Console,1,Not satisfied with the overall performance.,2024-09-30,not satisfied overall performance,negative,-0.125
1301,Samsung Odyssey G7,Samsung,Monitor,2,I am unhappy with how quickly it overheats.,2024-09-13,unhappy how quickly overheats,negative,-0.13333333333333333
1302,Dell XPS 13,Dell,Laptop,1,The experience is average overall.,2024-10-29,experience average overall,negative,-0.075
1303,Acer Predator Helios 300,Acer,Laptop,5,Very happy with this purchase so far.,2025-01-02,very happy purchase so far,positive,0.55
1304,Asus RT-AX88U,Asus,Router,4,Build quality feels solid and durable.,2024-08-17,build quality feels solid durable,neutral,0.0
1305,LG UltraGear 27GP850,LG,Monitor,5,I am frustrated and not satisfied at all.,2024-08-31,frustrated not satisfied all,negative,-0.475
1306,TCL C645 QLED,TCL,Television,3,The experience is average overall.,2024-02-18,experience average overall,negative,-0.075
1307,Razer DeathAdder V2,Razer,Mouse,4,I am frustrated and not satisfied at all.,2025-03-02,frustrated not satisfied all,negative,-0.475
1308,Anker PowerCore 20000,Anker,Power Bank,3,The product is acceptable but not impressive.,2024-02-25,product acceptable not impressive,negative,-0.5
1309,iPhone 15 Pro,iPhone,Smartphone,3,Not satisfied with the overall performance.,2025-03-29,not satisfied overall performance,negative,-0.125
1310,Samsung 970 EVO SSD,Samsung,Storage,2,"I am generally happy, but somewhat dissatisfied with build quality.",2025-01-11,generally happy somewhat dissatisfied build quality,positive,0.8
1311,Samsung Odyssey G7,Samsung,Monitor,5,I am partially satisfied with the performance.,2024-07-20,partially satisfied performance,positive,0.5
1312,Asus TUF Gaming VG27AQ,Asus,Monitor,2,I am unhappy with how quickly it overheats.,2025-04-04,unhappy how quickly overheats,negative,-0.13333333333333333
1313,Lenovo ThinkPad X1,Lenovo,Laptop,1,Setup process was quick and easy.,2024-06-26,setup process quick easy,positive,0.3833333333333333
1314,LG UltraGear 27GP850,LG,Monitor,5,Software experience is clean and responsive.,2025-01-21,software experience clean responsive,positive,0.3666666666666667
1315,Google Pixel 8 Pro,Google,Smartphone,4,Completely dissatisfied with the performance.,2024-09-27,completely dissatisfied performance,positive,0.1
1316,MacBook Air M3,MacBook,Laptop,2,"It meets expectations, nothing more.",2024-09-18,meets expectations nothing more,positive,0.5
1317,iPhone 15 Pro,iPhone,Smartphone,3,"Overall, I feel dissatisfied with this purchase.",2024-06-07,overall dissatisfied purchase,neutral,0.0
1318,Google Pixel 8 Pro,Google,Smartphone,2,"Overall satisfied, but not fully happy with the experience.",2024-11-26,overall satisfied not fully happy experience,positive,0.43333333333333335
1319,Apple Watch Ultra 2,Apple,Smartwatch,1,"Very happy with the sound quality, though disappointed with connectivity.",2024-11-04,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
1320,Sony Bravia A80L,Sony,Television,5,The product is acceptable but not impressive.,2025-01-01,product acceptable not impressive,negative,-0.5
1321,Xiaomi 14,Xiaomi,Smartphone,3,"It works fine, though I am neither satisfied nor dissatisfied.",2024-08-13,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1322,Anker PowerCore 20000,Anker,Power Bank,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-03-10,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1323,TP-Link Archer AX73,TP-Link,Router,5,Audio quality is clear and immersive.,2025-03-01,audio quality clear immersive,positive,0.09999999999999999
1324,Canon EOS R6 Mark II,Canon,Camera,5,Completely unhappy with the software stability.,2024-04-04,completely unhappy software stability,negative,-0.6
1325,Bose QuietComfort Ultra,Bose,Headphones,2,"I feel happy using it daily, but not satisfied with long-term stability.",2024-08-06,happy using daily not satisfied longterm stability,positive,0.18333333333333335
1326,Sony PlayStation 5,Sony,Gaming Console,3,I regret buying this product.,2025-01-04,regret buying product,neutral,0.0
1327,Lenovo Tab P12,Lenovo,Tablet,2,"Satisfied with the design, but unhappy with the software.",2025-06-27,satisfied design unhappy software,negative,-0.04999999999999999
1328,Samsung Neo QLED QN90C,Samsung,Television,5,"Happy with multitasking, but not satisfied with durability.",2024-01-10,happy multitasking not satisfied durability,positive,0.275
1329,Realme GT 5,Realme,Smartphone,3,I am not satisfied with customer support.,2024-09-03,not satisfied customer support,negative,-0.25
1330,Logitech MX Master 3,Logitech,Mouse,5,"I am generally happy, but somewhat dissatisfied with build quality.",2024-09-06,generally happy somewhat dissatisfied build quality,positive,0.8
1331,Anker PowerCore 20000,Anker,Power Bank,1,"I am somewhat happy, but improvements are needed.",2024-11-24,somewhat happy improvements needed,positive,0.8
1332,Beats Studio 3,Beats,Headphones,1,I am frustrated and not satisfied at all.,2024-09-19,frustrated not satisfied all,negative,-0.475
1333,Canon EOS R6 Mark II,Canon,Camera,3,Battery life could be better for daily usage.,2025-06-13,battery life could better daily usage,positive,0.25
1334,Asus RT-AX88U,Asus,Router,3,I feel neutral about this purchase.,2025-06-04,neutral about purchase,neutral,0.0
1335,Nothing Ear 2,Nothing,Earbuds,4,Very happy with this purchase so far.,2024-10-30,very happy purchase so far,positive,0.55
1336,Logitech MX Master 3,Logitech,Mouse,2,Extremely disappointed with the camera results.,2025-06-10,extremely disappointed camera results,negative,-0.75
1337,Nothing Phone 2,Nothing,Smartphone,1,Audio quality is clear and immersive.,2025-06-30,audio quality clear immersive,positive,0.09999999999999999
1338,iPhone 15 Pro,iPhone,Smartphone,1,Exceeded my expectations in every way.,2024-08-06,exceeded my expectations every way,neutral,0.0
1339,Seagate Barracuda 2TB,Seagate,Storage,4,"I am pleased with the display, but unhappy with battery backup.",2024-04-16,pleased display unhappy battery backup,negative,-0.04999999999999999
1340,Acer Predator Helios 300,Acer,Laptop,5,"I am pleased with the display, but unhappy with battery backup.",2025-03-21,pleased display unhappy battery backup,negative,-0.04999999999999999
1341,Fitbit Sense 2,Fitbit,Smartwatch,1,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-06-06,impressed speed yet not satisfied build quality,positive,0.375
1342,Samsung Galaxy S24 Ultra,Samsung,Smartphone,4,"I am satisfied with the display, but not satisfied with the battery life.",2024-12-05,satisfied display not satisfied battery life,positive,0.125
1343,Google Pixel 8 Pro,Google,Smartphone,1,Facing some heating issues during heavy use.,2024-02-25,facing some heating issues during heavy use,negative,-0.2
1344,Lenovo ThinkPad X1,Lenovo,Laptop,3,The product is acceptable but not impressive.,2024-03-13,product acceptable not impressive,negative,-0.5
1345,Nikon Z6 II,Nikon,Camera,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-09-21,generally happy somewhat dissatisfied build quality,positive,0.8
1346,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,I am not satisfied with customer support.,2025-02-18,not satisfied customer support,negative,-0.25
1347,Jabra Elite 7 Pro,Jabra,Earbuds,3,Battery life could be better for daily usage.,2025-02-02,battery life could better daily usage,positive,0.25
